source,block_index,audio_file,item,answer,trial_type,response_alternatives,chance_level,assessment_stage,item_id,d,prompt,orig_item_num,task,corpus_id,task_id,item_uid,randomize,time_limit,difficulty,trial_num,required_selections,image
Modified ToM-battery,16,ToM-scene-16-q3-false_belief,16e,no,false_belief_question,yes,0.5,test_response,ToM-scene-16-q3-false_belief,,Is it fair that Dad is mad at Sophie for losing her shoe?,,theory-of-mind,theory-of-mind_retest-B,theory-of-mind,,no,,,,,
Modified ToM-battery,16,ToM-scene-16-q4-reference,16e,no,reference_question,yes,0.5,test_response,ToM-scene-16-q4-reference,,Is Dad mad at James?,,theory-of-mind,theory-of-mind_retest-B,theory-of-mind,,no,,,,,
Modified ToM-battery,,ToM-scene-16-q5-reference,16e,no,reference_question,yes,,test_response,ToM-scene-16-q5-reference,,Is Sophie mad at James?,,theory-of-mind,theory-of-mind_retest-B,theory-of-mind,,no,,,,,
Modified ToM-battery,16,ToM-scene-16-instruct5,16f,,instructions,,,instructions,ToM-scene-16-instruct5,,"When James sees that Dad is mad at Sophie, he goes to the toy box and gets the shoe, and gives it back to Sophie.",,theory-of-mind,theory-of-mind_retest-B,theory-of-mind,,no,,,,,
Modified ToM-battery,16,ToM-scene-16-q6-reference,16f,no,reference_question,yes,0.5,test_response,ToM-scene-16-q6-reference,,Is Dad mad at Sophie now?,,theory-of-mind,theory-of-mind_retest-B,theory-of-mind,,no,,,,,
Modified ToM-battery,16,ToM-scene-16-q7-reference,16f,yes,reference_question,no,0.5,test_response,ToM-scene-16-q7-reference,,Is Dad mad at James now?,,theory-of-mind,theory-of-mind_retest-B,theory-of-mind,,no,,,,,
Modified ToM-battery,16,ToM-scene-16-q8-reference,16f,yes,reference_question,no,,test_response,ToM-scene-16-q8-reference,,Is Sophie mad at James now?,,theory-of-mind,theory-of-mind_retest-B,theory-of-mind,,no,,,,,
Modified ToM-battery,16,ToM-scene-16-instruct6,16g,,instructions,,,instructions,ToM-scene-16-instruct6,,"James tells Sophie that he’s very sorry, and Sophie and Dad forgive James. They all hug.",,theory-of-mind,theory-of-mind_retest-B,theory-of-mind,,no,,,,,
Modified ToM-battery,17,ToM-transition,,,instructions,,,instructions,ToM-transition,,Nice work! Here is a new story.,,theory-of-mind,theory-of-mind_retest-B,theory-of-mind,,no,,,,,
Modified ToM-battery,17,ToM-scene-17-instruct1,17a,,instructions,,,instructions,ToM-scene-17-instruct1,,"This is Mika. Mika’s mom owns a bookshop, and sometimes Mika helps out. Earlier today, Mika was organizing books on tables and shelves. Mika put a very large stack of blue books on the desk, a medium-sized stack of red books on the table, and a small stack of yellow books on the shelf.",,theory-of-mind,theory-of-mind_retest-B,theory-of-mind,,no,,,,,
Modified ToM-battery,17,ToM-scene-17-instruct2,17b,,instructions,,,instructions,ToM-scene-17-instruct2,,"Mika’s mom just walked in. Mom asks Mika for one of the books. Mika remembers where the book is, and tells mom, “The book is in the small stack!”",,theory-of-mind,theory-of-mind_retest-B,theory-of-mind,,no,,,,,
Modified ToM-battery,17,ToM-scene-17-q1-reference,17b,redstack,reference_question,"bluestack,yellowstack",0.33,test_response,ToM-scene-17-q1-reference,,Which stack of books will mom look in?,,theory-of-mind,theory-of-mind_retest-B,theory-of-mind,,at_block_level,,,,,
Modified ToM-battery,17,ToM-scene-17-q2-reality_check,17b,yellowstack,reality_check_question,"bluestack,redstack",0.33,test_response,ToM-scene-17-q2-reality_check,,Which stack of books was Mika talking about?,,theory-of-mind,theory-of-mind_retest-B,theory-of-mind,,at_block_level,,,,,
Modified ToM-battery,17,ToM-scene-17-q3-emotion_reasoning,17c,sad,emotion_reasoning_question,"scared,happy,surprised",0.25,test_response,ToM-scene-17-q3-emotion_reasoning,,Mom looks in the wrong stack of books and can’t find the book that she wanted. How do you think Mom feels about not finding the book she wanted?,,theory-of-mind,theory-of-mind_retest-B,theory-of-mind,,yes,,,,,
Modified ToM-battery,17,ToM-scene-17-q4-emotion_reasoning,17c,happy,emotion_reasoning_question,"sad,scared,surprised",0.25,test_response,ToM-scene-17-q4-emotion_reasoning,,How do you think Mom would feel if she could find the book she wanted?,,theory-of-mind,theory-of-mind_retest-B,theory-of-mind,,yes,,,,,
Modified ToM-battery,18,ToM-transition,,,instructions,,,instructions,ToM-transition,,Nice work! Here is a new story.,,theory-of-mind,theory-of-mind_retest-B,theory-of-mind,,no,,,,,
Modified ToM-battery,18,ToM-scene-18-instruct1,18a,,instructions,,,instructions,ToM-scene-18-instruct1,,"George and Kat are playing together. They look outside and see a new toy shop across the street. Kat decides to go buy some new toys at the toy shop. Kat asks George what toy he would like to have, and George says he would like a new basketball.",,theory-of-mind,theory-of-mind_retest-B,theory-of-mind,,no,,,,,
Modified ToM-battery,18,ToM-scene-18-instruct2,18b,,instructions,,,instructions,ToM-scene-18-instruct2,,"While Kat is walking to the toy shop, George changes his mind and yells to Kat, “Actually, can I please have some crayons?” But Kat did not hear George ask for crayons.",,theory-of-mind,theory-of-mind_retest-B,theory-of-mind,,no,,,,,
Modified ToM-battery,18,ToM-scene-18-q1-false_belief,18c,basketball,false_belief_question,crayons,0.33,test_response,ToM-scene-18-q1-false_belief,,Which toy does Kat think George wants from the toy shop?,,theory-of-mind,theory-of-mind_retest-B,theory-of-mind,,at_block_level,,,,,
Modified ToM-battery,18,ToM-scene-18-instruct3,18d,,instructions,,,instructions,ToM-scene-18-instruct3,,"Kat didn’t hear George say that he wanted crayons. So Kat thinks George wants a basketball. Kat goes to the toy shop, but then the shop owner says that they don’t have any basketballs! But they do have storybooks, so Kat buys a storybook for George instead.",,theory-of-mind,theory-of-mind_retest-B,theory-of-mind,,no,,,,,
Modified ToM-battery,18,ToM-scene-18-q2-false_belief,18d,no,false_belief_question,yes,0.5,test_response,ToM-scene-18-q2-false_belief,,Does George know that Kat bought a storybook?,,theory-of-mind,theory-of-mind_retest-B,theory-of-mind,,no,,,,,
Modified ToM-battery,18,ToM-scene-18-q3-false_belief,18d,crayons,false_belief_question,"basketball,storybook",0.33,test_response,ToM-scene-18-q3-false_belief,,What does George think Kat bought at the toy shop?,,theory-of-mind,theory-of-mind_retest-B,theory-of-mind,,at_block_level,,,,,
Modified ToM-battery,18,ToM-scene-18-instruct4,18e,,instructions,,,instructions,ToM-scene-18-instruct4,,"Kat comes back and tells George, “I’m so sorry, I couldn’t buy you a basketball because the store didn’t have any.”",,theory-of-mind,theory-of-mind_retest-B,theory-of-mind,,no,,,,,
Modified ToM-battery,18,ToM-scene-18-q4-reality_check,18e,crayons,reality_check_question,"basketball,storybook",0.33,test_response,ToM-scene-18-q4-reality_check,,What toy does George want?,,theory-of-mind,theory-of-mind_retest-B,theory-of-mind,,at_block_level,,,,,
Modified ToM-battery,18,ToM-scene-18-q5-reality_check,18e,storybook,reality_check_question,"basketball,crayons",0.33,test_response,ToM-scene-18-q5-reality_check,,What toy did Kat buy for George?,,theory-of-mind,theory-of-mind_retest-B,theory-of-mind,,at_block_level,,,,,
Modified ToM-battery,18,ToM-scene-18-instruct5,18e,,instructions,,,instructions,ToM-scene-18-instruct5,,George is very happy to play with his new storybook.,,theory-of-mind,theory-of-mind_retest-B,theory-of-mind,,no,,,,,
