source,block_index,audio_file,item,answer,trial_type,response_alternatives,chance_level,assessment_stage,item_id,d,prompt,orig_item_num,task,corpus_id,task_id,item_uid,randomize,time_limit,difficulty,trial_num,required_selections,image
Zehra,0,number-identification-33,88,88,Number Identification,"98,78,87",0.25,test_response,math_identify_88,,Choose the 88.,,math,math_retest,egma-math,math_identify_88,,5000,-2.5,,,
Zehra,0,number-identification-34,101,101,Number Identification,"111,100,110",0.25,test_response,math_identify_101,,Choose the 101.,,math,math_retest,egma-math,math_identify_101,,5000,-2,,,
Zehra,0,number-identification-35,426,426,Number Identification,"146,420,462",0.25,test_response,math_identify_426,,Choose the 426.,,math,math_retest,egma-math,math_identify_426,,5000,-2,,,
Zehra,0,number-identification-36,131,131,Number Identification,"121,130,132",0.25,test_response,math_identify_131,,Choose the 131.,,math,math_retest,egma-math,math_identify_131,,5000,-2,,,
Zehra,0,number-identification-37,256,256,Number Identification,"156,276,226",0.25,test_response,math_identify_256,,Choose the 256.,,math,math_retest,egma-math,math_identify_256,,5000,-2,,,
Zehra,0,number-identification-38,349,349,Number Identification,"379,319,394",0.25,test_response,math_identify_349,,Choose the 349.,,math,math_retest,egma-math,math_identify_349,,5000,-2,,,
Zehra,0,number-identification-39,543,543,Number Identification,"513,593,523",0.25,test_response,math_identify_543,,Choose the 543.,,math,math_retest,egma-math,math_identify_543,,5000,-2,,,
Zehra,0,number-identification-40,617,617,Number Identification,"627,619,671",0.25,test_response,math_identify_617,,Choose the 617.,,math,math_retest,egma-math,math_identify_617,,5000,-2,,,
Zehra,0,number-identification-41,877,877,Number Identification,"707,787,747",0.25,test_response,math_identify_877,,Choose the 877.,,math,math_retest,egma-math,math_identify_877,,5000,-2,,,
Amy,0,math-intro2,,,instructions,,,instructions,math-intro2,,Here is another section. The first few are for practice.,,math,math_retest,egma-math,,,,,,,
EGMA,0,number-comparison-prompt1,"8, 4",8,Number Comparison,4,0.5,practice_response,math_compare_8_4,,Which number is larger?,21,math,math_retest,egma-math,,,5000,-2.5,,,
EGMA,0,number-comparison-prompt1,"10, 12",12,Number Comparison,10,0.5,practice_response,math_compare_12_10,,Which number is larger?,22,math,math_retest,egma-math,,,5000,-2.5,,,
Zehra,0,number-comparison-prompt2,"6, 4",6,Number Comparison,4,0.5,test_response,math_compare_6_4,,Which is larger?,,math,math_retest,egma-math,math_compare_6_4,,5000,-2.5,,,
Zehra,0,number-comparison-prompt2,"22, 19",22,Number Comparison,19,0.5,test_response,math_compare_22_19,,Which is larger?,,math,math_retest,egma-math,math_compare_22_19,,5000,-2.5,,,
Zehra,0,number-comparison-prompt2,"27, 36",36,Number Comparison,27,0.5,test_response,math_compare_36_27,,Which is larger?,,math,math_retest,egma-math,math_compare_27_36,,5000,-2.5,,,
Zehra,0,number-comparison-prompt2,"45, 39",45,Number Comparison,39,0.5,test_response,math_compare_45_39,,Which is larger?,,math,math_retest,egma-math,math_compare_45_39,,5000,-2.5,,,
Zehra,0,number-comparison-prompt2,"73, 46",73,Number Comparison,46,0.5,test_response,math_compare_73_46,,Which is larger?,,math,math_retest,egma-math,math_compare_73_46,,5000,-2.5,,,
Zehra,0,number-comparison-prompt2,"69, 82",82,Number Comparison,69,0.5,test_response,math_compare_82_69,,Which is larger?,,math,math_retest,egma-math,math_compare_69_82,,5000,-2.5,,,
EGMA,0,number-comparison-prompt2,"65, 67",67,Number Comparison,65,0.5,test_response,math_compare_67_65,,Which is larger?,27,math,math_retest,egma-math,math_compare_65_67,,5000,-2.5,,,
Zehra,0,number-comparison-prompt2,"307, 198",307,Number Comparison,198,0.5,test_response,math_compare_307_198,,Which is larger?,,math,math_retest,egma-math,math_compare_307_198,,5000,-2,,,
Zehra,0,number-comparison-prompt2,"390, 435",435,Number Comparison,390,0.5,test_response,math_compare_435_390,,Which is larger?,,math,math_retest,egma-math,math_compare_390_435,,5000,-2,,,
Zehra,0,number-comparison-prompt2,"742, 673",742,Number Comparison,673,0.5,test_response,math_compare_742_673,,Which is larger?,,math,math_retest,egma-math,math_compare_742_673,,5000,-2,,,
Zehra,0,number-comparison-prompt2,"823, 861",861,Number Comparison,823,0.5,test_response,math_compare_861_823,,Which is larger?,,math,math_retest,egma-math,math_compare_823_861,,5000,-2,,,
Amy,0,math-intro2,,,instructions,,,instructions,math-intro2,,Here is another section. The first few are for practice.,,math,math_retest,egma-math,,,,,,,
EGMA,0,missing-number-prompt1,"1, 2, _, 4",3,Missing Number,"0,5,2",0.25,practice_response,math_missing_1_2_x_4,,What number goes in the blank?,33,math,math_retest,egma-math,,,5000,-2,,,
EGMA,0,missing-number-prompt2,"5, 10, 15, _",20,Missing Number,"25,30,35",0.25,practice_response,math_missing_5_10_15_x,,What number goes here?,34,math,math_retest,egma-math,,,5000,-2,,,
Zehra,0,missing-number-prompt2,"1, _, 5, 7",3,Missing Number,"0,2,4",0.25,test_response,math_missing_1_x_5_7,,What number goes here?,,math,math_retest,egma-math,math_missing_1_x_5_7,,5000,-2,,,
Zehra,0,missing-number-prompt2,"9, 7, _, 3",5,Missing Number,"6,4,1",0.25,test_response,math_missing_9_7_x_3,,What number goes here?,,math,math_retest,egma-math,math_missing_9_7_x_3,,5000,-2,,,
Zehra,0,missing-number-prompt2,"16, 15, _, 13",14,Missing Number,"17,12,10",0.25,test_response,math_missing_16_15_x_13,,What number goes here?,,math,math_retest,egma-math,math_missing_16_15_x_13,,5000,-2,,,
Zehra,0,missing-number-prompt2,"21, 20, _, 18",19,Missing Number,"22,23,24",0.25,test_response,math_missing_21_20_x_18,,What number goes here?,,math,math_retest,egma-math,math_missing_21_20_x_18,,5000,-2,,,
Zehra,0,missing-number-prompt2,"62, 52, _, 32, 22",42,Missing Number,"72,44,12",0.25,test_response,math_missing_62_52_x_32_22,,What number goes here?,,math,math_retest,egma-math,math_missing_62_52_x_32_22,,5000,-2,,,
Zehra,0,missing-number-prompt2,"50, 55, 60, _",65,Missing Number,"75,70,80",0.25,test_response,math_missing_50_55_60_x,,What number goes here?,,math,math_retest,egma-math,math_missing_50_55_60_x,,5000,-2,,,
Zehra,0,missing-number-prompt2,"_, 110, 100, 90, 80",120,Missing Number,"130,140,150",0.25,test_response,math_missing_x_110_100_90_80,,What number goes here?,,math,math_retest,egma-math,math_missing_110_100_90_80,,5000,-2,,,
Zehra,0,missing-number-prompt2,"630, 635, 640, _",645,Missing Number,"655,650,660",0.25,test_response,math_missing_630_635_640_x,,What number goes here?,,math,math_retest,egma-math,math_missing_630_635_640_x,,5000,-2,,,
Zehra,0,missing-number-prompt2,"749, 748, _, 746",747,Missing Number,"745,744,743",0.25,test_response,math_missing_749_748_x_746,,What number goes here?,,math,math_retest,egma-math,math_missing_749_748_x_746,,5000,-2,,,
Zehra,0,missing-number-prompt2,"_, 700, 600, 500",800,Missing Number,"400,900,300",0.25,test_response,math_missing_x_700_600_500,,What number goes here?,,math,math_retest,egma-math,math_missing_700_600_500,,5000,-2,,,
EGMA,0,missing-number-prompt2,"3, 8, _, 18",13,Missing Number,"16,14,10",0.25,test_response,math_missing_3_8_x_18,,What number goes here?,44,math,math_retest,egma-math,math_missing_3_8_x_18,,5000,-2,,,
Amy,1,math-intro2,,,instructions,,,instructions,math-intro2,,Here is another section. The first few are for practice.,,math,math_retest,egma-math,,,,,,,
George,1,addition-prompt1,1+1,2,Addition,"0,1,3",0.25,practice_response,math_add_1_1,,Add the numbers and choose the correct answer.,,math,math_retest,egma-math,,,5000,-1.5,,,
Zach,1,addition-prompt1,2+2,4,Addition,"5,2,0",0.25,practice_response,2+2,,Add the numbers and choose the correct answer.,,math,math_retest,egma-math,,,5000,,,,
Zehra,1,addition-prompt1,5+2,7,Addition,"8,9,6",0.25,test_response,math_add_5_2,,Add the numbers and choose the correct answer.,,math,math_retest,egma-math,math_add_5_2,,5000,-1.5,,,
Zehra,1,addition-prompt2,1+6,7,Addition,"6,5,8",0.25,test_response,math_add_1_6,,Add the numbers.,,math,math_retest,egma-math,math_add_1_6,,5000,-1.5,,,
Zehra,1,addition-prompt2,3+5,8,Addition,"9,6,10",0.25,test_response,math_add_3_5,,Add the numbers.,,math,math_retest,egma-math,math_add_3_5,,5000,-1.5,,,
Zehra,1,addition-prompt2,7+2,9,Addition,"7,10,8",0.25,test_response,math_add_7_2,,Add the numbers.,,math,math_retest,egma-math,math_add_7_2,,5000,-1.5,,,
Zehra,1,addition-prompt2,1+9,10,Addition,"13,11,12",0.25,test_response,math_add_1_9,,Add the numbers.,,math,math_retest,egma-math,math_add_1_9,,5000,-1.5,,,
Zehra,1,addition-prompt2,6+4,10,Addition,"9,11,8",0.25,test_response,math_add_6_4,,Add the numbers.,,math,math_retest,egma-math,math_add_6_4,,5000,-1.5,,,
Zehra,1,addition-prompt2,3+8,11,Addition,"12,10,9",0.25,test_response,math_add_3_8,,Add the numbers.,,math,math_retest,egma-math,math_add_3_8,,5000,-1.5,,,
Zehra,1,addition-prompt2,5+6,11,Addition,"10,9,12",0.25,test_response,math_add_5_6,,Add the numbers.,,math,math_retest,egma-math,math_add_5_6,,5000,-1.5,,,
Zehra,1,addition-prompt2,10+3,13,Addition,"14,15,12",0.25,test_response,math_add_10_3,,Add the numbers.,,math,math_retest,egma-math,math_add_10_3,,5000,-1.5,,,
Zehra,1,addition-prompt2,5+9,14,Addition,"13,15,16",0.25,test_response,math_add_5_9,,Add the numbers.,,math,math_retest,egma-math,math_add_5_9,,5000,-1.5,,,
Zehra,1,addition-prompt2,8+6,14,Addition,"13,15,12",0.25,test_response,math_add_8_6,,Add the numbers.,,math,math_retest,egma-math,math_add_8_6,,5000,-1.5,,,
EGMA,1,addition-prompt2,6+7,13,Addition,"15,11,12",0.25,test_response,math_add_6_7,,Add the numbers.,60,math,math_retest,egma-math,math_add_6_7,,5000,-1.5,,,
Zehra,1,addition-prompt2,11+4,15,Addition,"13,16,14",0.25,test_response,math_add_11_4,,Add the numbers.,,math,math_retest,egma-math,math_add_11_4,,5000,-1,,,
Zehra,1,addition-prompt2,6+9,15,Addition,"17,13,14",0.25,test_response,math_add_6_9,,Add the numbers.,,math,math_retest,egma-math,math_add_6_9,,5000,-1.5,,,
Zehra,1,addition-prompt2,9+7,16,Addition,"18,14,15",0.25,test_response,math_add_9_7,,Add the numbers.,,math,math_retest,egma-math,math_add_9_7,,5000,-1.5,,,
Zehra,1,addition-prompt2,5+12,17,Addition,"16,18,19",0.25,test_response,math_add_5_12,,Add the numbers.,,math,math_retest,egma-math,math_add_5_12,,5000,-1,,,
Zehra,1,addition-prompt2,3+17,20,Addition,"19,21,22",0.25,test_response,math_add_3_17,,Add the numbers.,,math,math_retest,egma-math,math_add_3_17,,5000,-1,,,
Zehra,1,addition-prompt2,16+4,20,Addition,"19,22,23",0.25,test_response,math_add_16_4,,Add the numbers.,,math,math_retest,egma-math,math_add_16_4,,5000,-1,,,
Zehra,1,addition-prompt2,14+7,21,Addition,"19,23,22",0.25,test_response,math_add_14_7,,Add the numbers.,,math,math_retest,egma-math,math_add_14_7,,5000,-1,,,
Zehra,1,addition-prompt2,8+14,22,Addition,"20,23,21",0.25,test_response,math_add_8_14,,Add the numbers.,,math,math_retest,egma-math,math_add_8_14,,5000,-1,,,
Zehra,1,addition-prompt2,17+6,23,Addition,"25,22,21",0.25,test_response,math_add_17_6,,Add the numbers.,,math,math_retest,egma-math,math_add_17_6,,5000,-1,,,
Zehra,1,addition-prompt2,5+19,24,Addition,"26,23,21",0.25,test_response,math_add_5_19,,Add the numbers.,,math,math_retest,egma-math,math_add_5_19,,5000,-1,,,
Zehra,1,addition-prompt2,13+14,27,Addition,"26,29,25",0.25,test_response,math_add_13_14,,Add the numbers.,,math,math_retest,egma-math,math_add_13_14,,5000,-1,,,
Zehra,1,addition-prompt2,23+7,30,Addition,"27,32,31",0.25,test_response,math_add_23_7,,Add the numbers.,,math,math_retest,egma-math,math_add_23_7,,5000,-1,,,
Zehra,1,addition-prompt2,48+30,78,Addition,"82,74,87",0.25,test_response,math_add_48_30,,Add the numbers.,,math,math_retest,egma-math,math_add_48_30,,5000,-1,,,
Zehra,1,addition-prompt2,29+54,83,Addition,"73,85,87",0.25,test_response,math_add_29_54,,Add the numbers.,,math,math_retest,egma-math,math_add_29_54,,5000,-1,,,
Amy,1,math-intro2,,,instructions,,,instructions,math-intro2,,Here is another section. The first few are for practice.,,math,math_retest,egma-math,,,,,,,
Zach,1,subtraction-prompt1,2-1,1,Subtraction,"3,5,2",0.25,practice_response,math_subtract_2_1,,Subtract the numbers and choose the correct answer.,,math,math_retest,egma-math,,,5000,,,,
Zach,1,subtraction-prompt1,4-2,2,Subtraction,"0,3,6",0.25,practice_response,math_subtract_4_2,,Subtract the numbers and choose the correct answer.,,math,math_retest,egma-math,,,5000,,,,
Zehra,1,subtraction-prompt1,6-5,1,Subtraction,"2,3,5",0.25,test_response,math_subtract_6_5,,Subtract the numbers and choose the correct answer.,,math,math_retest,egma-math,math_subtract_6_5,,5000,-1.4,,,
Zehra,1,subtraction-prompt1,7-4,3,Subtraction,"2,5,4",0.25,test_response,math_subtract_7_4,,Subtract the numbers and choose the correct answer.,,math,math_retest,egma-math,math_subtract_7_4,,5000,-1.4,,,
Zehra,1,subtraction-prompt2,8-4,4,Subtraction,"6,5,2",0.25,test_response,math_subtract_8_4,,Subtract the numbers.,,math,math_retest,egma-math,math_subtract_8_4,,5000,-1.4,,,
Zehra,1,subtraction-prompt2,9-7,2,Subtraction,"1,3,4",0.25,test_response,math_subtract_9_7,,Subtract the numbers.,,math,math_retest,egma-math,math_subtract_9_7,,5000,-1.4,,,
Zehra,1,subtraction-prompt2,9-3,6,Subtraction,"7,4,5",0.25,test_response,math_subtract_9_3,,Subtract the numbers.,,math,math_retest,egma-math,math_subtract_9_3,,5000,-1.4,,,
Zehra,1,subtraction-prompt2,10-6,4,Subtraction,"3,2,5",0.25,test_response,math_subtract_10_6,,Subtract the numbers.,,math,math_retest,egma-math,math_subtract_10_6,,5000,-1.4,,,
Zehra,1,subtraction-prompt2,11-3,8,Subtraction,"9,7,6",0.25,test_response,math_subtract_11_3,,Subtract the numbers.,,math,math_retest,egma-math,math_subtract_11_3,,5000,-1.4,,,
Zehra,1,subtraction-prompt2,11-6,5,Subtraction,"4,7,6",0.25,test_response,math_subtract_11_6,,Subtract the numbers.,,math,math_retest,egma-math,math_subtract_11_6,,5000,-1.4,,,
Zehra,1,subtraction-prompt2,13-9,4,Subtraction,"6,3,5",0.25,test_response,math_subtract_13_9,,Subtract the numbers.,,math,math_retest,egma-math,math_subtract_13_9,,5000,-1.4,,,
Zehra,1,subtraction-prompt2,14-5,9,Subtraction,"8,10,11",0.25,test_response,math_subtract_14_5,,Subtract the numbers.,,math,math_retest,egma-math,math_subtract_14_5,,5000,-1.4,,,
Zehra,1,subtraction-prompt2,15-6,9,Subtraction,"11,7,8",0.25,test_response,math_subtract_15_6,,Subtract the numbers.,,math,math_retest,egma-math,math_subtract_15_6,,5000,-1.4,,,
Zehra,1,subtraction-prompt2,16-9,7,Subtraction,"6,9,8",0.25,test_response,math_subtract_16_9,,Subtract the numbers.,,math,math_retest,egma-math,math_subtract_16_9,,5000,-1.4,,,
EGMA,1,subtraction-prompt2,12-3,9,Subtraction,"8,7,10",0.25,test_response,math_subtract_12_3,,Subtract the numbers.,79,math,math_retest,egma-math,math_subtract_12_3,,5000,-1.4,,,
Zehra,1,subtraction-prompt2,17-12,5,Subtraction,"6,4,3",0.25,test_response,math_subtract_17_!2,,Subtract the numbers.,,math,math_retest,egma-math,math_subtract_17_12,,5000,-0.9,,,
Zehra,1,subtraction-prompt2,18-14,4,Subtraction,"6,5,3",0.25,test_response,math_subtract_18_14,,Subtract the numbers.,,math,math_retest,egma-math,math_subtract_18_14,,5000,-0.9,,,
Zehra,1,subtraction-prompt2,19-12,7,Subtraction,"6,9,8",0.25,test_response,math_subtract_19_12,,Subtract the numbers.,,math,math_retest,egma-math,math_subtract_19_12,,5000,-0.9,,,
Zehra,1,subtraction-prompt2,18-6,12,Subtraction,"10,13,11",0.25,test_response,math_subtract_18_6,,Subtract the numbers.,,math,math_retest,egma-math,math_subtract_18_6,,5000,-1.4,,,
Zehra,1,subtraction-prompt2,14-3,11,Subtraction,"9,12,10",0.25,test_response,math_subtract_14_3,,Subtract the numbers.,,math,math_retest,egma-math,math_subtract_14_3,,5000,-1.4,,,
Zehra,1,subtraction-prompt2,21-8,13,Subtraction,"14,11,12",0.25,test_response,math_subtract_21_8,,Subtract the numbers.,,math,math_retest,egma-math,math_subtract_21_8,,5000,-0.9,,,
Zehra,1,subtraction-prompt2,23-7,16,Subtraction,"17,13,14",0.25,test_response,math_subtract_23_7,,Subtract the numbers.,,math,math_retest,egma-math,math_subtract_23_7,,5000,-0.9,,,
Zehra,1,subtraction-prompt2,24-6,18,Subtraction,"17,16,19",0.25,test_response,math_subtract_24_6,,Subtract the numbers.,,math,math_retest,egma-math,math_subtract_24_6,,5000,-0.9,,,
Zehra,1,subtraction-prompt2,27-9,18,Subtraction,"20,17,19",0.25,test_response,math_subtract_27_9,,Subtract the numbers.,,math,math_retest,egma-math,math_subtract_27_9,,5000,-0.9,,,
Zehra,1,subtraction-prompt2,28-13,15,Subtraction,"16,13,14",0.25,test_response,math_subtract_28_13,,Subtract the numbers.,,math,math_retest,egma-math,math_subtract_28_13,,5000,-0.9,,,
Zehra,1,subtraction-prompt2,37-24,12,Subtraction,"10,13,14",0.25,test_response,math_subtract_37_24,,Subtract the numbers.,,math,math_retest,egma-math,math_subtract_37_24,,5000,-0.9,,,
Zehra,1,subtraction-prompt2,46-18,28,Subtraction,"22,32,38",0.25,test_response,math_subtract_46_18,,Subtract the numbers.,,math,math_retest,egma-math,math_subtract_46_18,,5000,-0.9,,,
Zehra,1,subtraction-prompt2,78-53,25,Subtraction,"26,36,35",0.25,test_response,math_subtract_78_53,,Subtract the numbers.,,math,math_retest,egma-math,math_subtract_78_53,,5000,-0.9,,,
Amy,0,math-intro2,,,instructions,,,instructions,math-intro2,,Here is another section. The first few are for practice.,,math,math_retest,egma-math,,,,,,,
Zach,0,number-line-prompt1,"0,10",3,Number Line 4afc,"5,6,1",0.25,practice_response,math_line_3_10,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,,,5000,,,,
Zach,0,number-line-prompt1,"0,10",2,Number Line 4afc,"7,3,8",0.25,practice_response,math_line_2_10,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,,,5000,,,,
Zehra,0,number-line-prompt1,"0,10",6,Number Line 4afc,"3,4,8",0.25,test_response,math_line_6_10,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,math_line_6_10,,5000,-0.5,,,
Zehra,0,number-line-prompt1,"0,10",9,Number Line 4afc,"6,3,7",0.25,test_response,math_line_9_10,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,math_line_9_10,,5000,-0.5,,,
Zehra,0,number-line-prompt1,"0,100",9,Number Line 4afc,"7,11,5",0.25,test_response,math_line_9_100,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,math_line_9_100,,5000,-0.5,,,
Zehra,0,number-line-prompt1,"0,100",18,Number Line 4afc,"30,6,23",0.25,test_response,math_line_18_100,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,math_line_18_100,,5000,-0.5,,,
Zehra,0,number-line-prompt1,"0,100",21,Number Line 4afc,"15,37,49",0.25,test_response,math_line_21_100,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,math_line_21_100,,5000,-0.5,,,
Zehra,0,number-line-prompt1,"0,100",37,Number Line 4afc,"45,28,55",0.25,test_response,math_line_37_100,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,math_line_37_100,,5000,-0.5,,,
Zehra,0,number-line-prompt1,"0,100",46,Number Line 4afc,"60,39,58",0.25,test_response,math_line_46_100,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,math_line_46_100,,5000,-0.5,,,
Zehra,0,number-line-prompt1,"0,100",62,Number Line 4afc,"50,70,88",0.25,test_response,math_line_62_100,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,math_line_62_100,,5000,-0.5,,,
Zehra,0,number-line-prompt1,"0,100",83,Number Line 4afc,"71,97,60",0.25,test_response,math_line_83_100,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,math_line_83_100,,5000,-0.5,,,
Zehra,0,number-line-prompt1,"0,100",87,Number Line 4afc,"60,73,97",0.25,test_response,math_line_87_100,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,math_line_87_100,,5000,-0.5,,,
Zehra,0,number-line-prompt1,"0,100",92,Number Line 4afc,"72,80,69",0.25,test_response,math_line_92_100,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,math_line_92_100,,5000,-0.5,,,
Zehra,0,number-line-prompt1,"0,100",95,Number Line 4afc,"85,90,75",0.25,test_response,math_line_95_100,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,math_line_95_100,,5000,-0.5,,,
Zehra,0,number-line-prompt1,"0,1000",41,Number Line 4afc,"35,25,58",0.25,test_response,math_line_41_1000,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,math_line_41_1000,,5000,-0.2,,,
Zehra,0,number-line-prompt1,"0,1000",76,Number Line 4afc,"48,98,106",0.25,test_response,math_line_76_1000,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,math_line_76_1000,,5000,-0.2,,,
Zehra,0,number-line-prompt1,"0,1000",143,Number Line 4afc,"120,160,183",0.25,test_response,math_line_143_1000,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,math_line_143_1000,,5000,-0.2,,,
Zehra,0,number-line-prompt1,"0,1000",186,Number Line 4afc,"160,206,248",0.25,test_response,math_line_186_1000,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,math_line_186_1000,,5000,-0.2,,,
Zehra,0,number-line-prompt1,"0,1000",214,Number Line 4afc,"244,157,260",0.25,test_response,math_line_214_1000,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,math_line_214_1000,,5000,-0.2,,,
Zehra,0,number-line-prompt1,"0,1000",272,Number Line 4afc,"240,292,330",0.25,test_response,math_line_272_1000,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,math_line_272_1000,,5000,-0.2,,,
Zehra,0,number-line-prompt1,"0,1000",362,Number Line 4afc,"280,267,472",0.25,test_response,math_line_362_1000,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,math_line_362_1000,,5000,-0.2,,,
Zehra,0,number-line-prompt1,"0,1000",385,Number Line 4afc,"280,490,437",0.25,test_response,math_line_385_1000,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,math_line_385_1000,,5000,-0.2,,,
Zehra,0,number-line-prompt1,"0,1000",478,Number Line 4afc,"375,580,428",0.25,test_response,math_line_478_1000,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,math_line_478_1000,,5000,-0.2,,,
Zehra,0,number-line-prompt1,"0,1000",591,Number Line 4afc,"548,695,785",0.25,test_response,math_line_591_1000,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,math_line_591_1000,,5000,-0.2,,,
Zehra,0,number-line-prompt1,"0,1000",676,Number Line 4afc,"570,880,790",0.25,test_response,math_line_676_1000,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,math_line_676_1000,,5000,-0.2,,,
Zehra,0,number-line-prompt1,"0,1000",711,Number Line 4afc,"610,815,761",0.25,test_response,math_line_711_1000,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,math_line_711_1000,,5000,-0.2,,,
Zehra,0,number-line-prompt1,"0,1000",738,Number Line 4afc,"600,808,778",0.25,test_response,math_line_738_1000,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,math_line_738_1000,,5000,-0.2,,,
Zehra,0,number-line-prompt1,"0,1000",782,Number Line 4afc,"580,885,692",0.25,test_response,math_line_782_1000,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,math_line_782_1000,,5000,-0.2,,,
Zehra,0,number-line-prompt1,"0,1000",856,Number Line 4afc,"785,806,970",0.25,test_response,math_line_856_1000,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,math_line_856_1000,,5000,-0.2,,,
Zehra,0,number-line-prompt1,"0,1000",874,Number Line 4afc,"974,914,980",0.25,test_response,math_line_874_1000,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,math_line_874_1000,,5000,-0.2,,,
Zehra,0,number-line-prompt1,"0,1000",926,Number Line 4afc,"970,816,968",0.25,test_response,math_line_926_1000,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,math_line_926_1000,,5000,-0.2,,,
Zehra,0,number-line-prompt1,"0,1000",984,Number Line 4afc,"954,880,934",0.25,test_response,math_line_984_1000,,Choose the number that is marked on the number line.,,math,math_retest,egma-math,math_line_984_1000,,5000,-0.2,,,
